"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"Fundación Española para la Ciencia y la Tecnología (FECYT): Percepción social de la ciencia y la tecnología 2010. Madrid: MIC, 2011.";"Fundación Española para la Ciencia y la Tecnología (FECYT)";"Percepción social de la ciencia y la tecnología 2010";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"España";;"Divulgación";;"Eynde (2011) ha encontrado que el conocimiento influye en cómo perciben los ciudadanos la ciencia y la tecnología. Sin embargo, de los análisis realizados surge una conclusión diferente a la planteada en el modelo de déficit cognitivo; es decir, no se trata de que ""cuanto más sabes más lo quieres"", sino ""cuanto más sabes, más probable es que puedas opinar"". De todo esto parece derivarse la importancia de considerar cómo valoran los españoles la formación científica y técnica recibida (gráfico 9). En general, se puede afirmar que la población española tiene una visión negativa de su formación científica aunque ha mejorado notablemente los últimos años";"si";"cuanto"
"«El pez que inspiró a Nemo se queda sordo en los mares ácidos». La Tercera. Santiago de Chile: latercera.com, 2011-06-01.";;"La Tercera";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Chile";"Chilena";;;"Mientras más dióxido de carbono haya en la atmósfera, más absorben los océanos y, mientras más absorben, más ácidas se vuelven sus aguas.";"si";"mientras"
"Rocha Menocal, Carolina: «Tormento capital». El Universal.mx. México D. F.: eluniversal.com.mx, 2011-07-02.";"Rocha Menocal, Carolina";"El Universal.mx";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"México";"México y Centroamérica";;;"Era una feliz tarde de primavera-verano y sin avisarse nos cayó el chubasco. Bruno era un cachorro de 7 meses, panzoncillo y de sobra educado -ajá: los perros como los humanos mientras más crecen más mañosos y pelados- y su Adelita, una aún más feliz reporterilla, obstinada en hacerse de las buenas prácticas condeseras por lo que, aunque lloviera o tronara, puntual a las 6 de la tarde perro y su criada (yo) rondábamos la calle.";"si";"mientras"
"«Evite lesiones mientras se ejercita». Washington Hispanic. Washington D. C.: washingtonhispanic.com, 2011-02-11.";;"Washington Hispanic";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Estados Unidos";"Estados Unidos";;;"Un error común que se comete al inicio de un régimen de acondicionamiento físico es ejercitar a fondo sin saber el funcionamiento de una rutina. Por ejemplo, muchas personas hacen demasiadas repeticiones creyendo que mientras más realicen, más efectivo será el ejercicio. Sin embargo, con frecuencia, los principiantes se dan cuenta de que menos repeticiones con series adicionales son más efectivas.";"si";"mientras"
"Presbítero, Guillermo: «Tierra Santa: ¿un lugar para todos?». Valores Religiosos. Buenos Aires: valoresreligiosos.com.ar, 2011-05.";"Presbítero, Guillermo";"Valores Religiosos";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Argentina";"Río de la Plata";;"Periodicidad: mensual";"en este monte, ni en Jerusalén se dará culto al Padre … los que den culto auténtico lo darán en espíritu y en verdad"". Los bienes espirituales los podemos compartir todos. Cuanto más quiero crecer en espiritualidad no le quito a otro su parte. Y, al dar, no pierdo. Cuanto más doy, más tengo. Con los bienes materiales pasa todo lo contrario: Cuanto más quieren lo mismo, más motivo de pelea y de disputa habrá. Lamentablemente este es el destino de algunos lugares de Tierra Santa. Y cuando la posesión se vuelve pelea, empujón o prepotencia, el sitio pierde su sentido porque no aporta";"si";"cuanto"
"Presbítero, Guillermo: «Tierra Santa: ¿un lugar para todos?». Valores Religiosos. Buenos Aires: valoresreligiosos.com.ar, 2011-05.";"Presbítero, Guillermo";"Valores Religiosos";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Argentina";"Río de la Plata";;"Periodicidad: mensual";"den culto auténtico lo darán en espíritu y en verdad"". Los bienes espirituales los podemos compartir todos. Cuanto más quiero crecer en espiritualidad no le quito a otro su parte. Y, al dar, no pierdo. Cuanto más doy, más tengo. Con los bienes materiales pasa todo lo contrario: Cuanto más quieren lo mismo, más motivo de pelea y de disputa habrá. Lamentablemente este es el destino de algunos lugares de Tierra Santa. Y cuando la posesión se vuelve pelea, empujón o prepotencia, el sitio pierde su sentido porque no aporta a la comunión, a ser casa de todos, lugar de paz, fuente donde";"si";"cuanto"
"Gómez, Ángel Ricardo: «Entrevista Jacobo Penzo, cineasta. ""El boleto único no es coercitivo""». El Universal. Caracas: eluniversal.com, 2011-08-29.";"Gómez, Ángel Ricardo";"El Universal";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Venezuela";"Caribe continental";;;"-Sí. Yo creo que la última producción es muy esperanzadora. En el cine mientras más produces, más buenas películas se hacen. Y las últimas cosas que han pasado: el fenómeno de Hermano, Habana Eva, La hora cero, revelan un avance en la madurez creativa.";"si";"mientras"
"«Cine: Jolie debuta como directora». Voz de América. Washington D. C.: voanews.com/spanish, 2011-12-09.";;"Voz de América";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Estados Unidos";"Estados Unidos";;;"Cuanto más aprendía sobre esta guerra, y cuanto más leo sobre ella, más enfadada me siento por la falta de intervención, dice Jolie, y agrega que ""lo más emocional de todo fue la violencia contra las mujeres. Por eso quería hacer una película que ayudara a mirar en las relaciones no sólo entre las parejas, pero también entre hermanas y padres e";"no";"cuanto"
"«Cine: Jolie debuta como directora». Voz de América. Washington: voanoticias.com, 2011-12-08.";;"Voz de América";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Estados Unidos";"Estados Unidos";"Noticia";;"Cuanto más aprendía sobre esta guerra, y cuanto más leo sobre ella, más enfadada me siento por la falta de intervención, dice Jolie, y agrega que ""lo más emocional de todo fue la violencia contra las mujeres. Por eso quería hacer una película que ayudara a mirar en las relaciones no sólo entre las parejas, pero también entre hermanas y padres e";"si";"cuanto"
"Imaz, Virginia: «""La narración es tradición, costumbre del ser humano""». Artez. Bilbao: artezblai.com/artez, 2011-01.";"Imaz, Virginia";"Artez";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;;"Periodicidad: mensual";", porque mejora la expresión, estimula el pensamiento, aficiona a la lectura, es divertido y tiene muchos otros beneficios para la salud. Si además pretendes ganarte la vida con ello, resulta obligado. aparte del talento artístico, hay muchas fuentes de las que beber. La primera escuela, la vida. Cuanto más vives, más cuentas y la necesidad de aprender es mayor cuanto más sabes. Aparte de esto, hay infinidad de itinerarios posibles. Por ejemplo, para crear el repertorio: literatura, antropología, filología, historia... Para comunicar con el público: psicología, pedagogía, dinámica de grupos... Para tener solvencia en escena:";"si";"cuanto"
"Castro, Isabel; Campoy, José Antonio: «CARTAS AL DIRECTOR». Discovery DSalud. Madrid: dsalud.com, 2011-01.";"Castro, Isabel; Campoy, José Antonio";"Discovery DSalud";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"España";;;"Periodicidad: mensual";"organizaciones de consumidores están dejando hacer a la gran industria farmacéutica lo que le da la gana. Y si la directiva europea se aprueba tal como está redactada hoy supondrá un atentado flagrante a los más elementales principios de la libertad y de los derechos fundamentales de los ciudadanos. Por otra parte no es menos cierto que cuanto más presione la industria más y mayores reacciones van a provocar entre los ciudadanos. Y si todo sigue así quizás terminemos viendo cómo se pasa a destruir o quemar farmacias y laboratorios. Es tanta su codicia y falta de escrúpulos que están jugando con fuego. Ésa es nuestra impresión.";"si";"cuanto"
"Miguel, Javier: «Xavi: ""El Barça es superior a cualquier equipo""». Sport.es. Barcelona: sport.es, 2011-06-05.";"Miguel, Javier";"Sport.es";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;;;"Es muy bueno. No creo en la suerte. Cuanto más trabajas más suerte tienes. Eso lo decía Luis Aragonés. Es un ejemplo para todas las generaciones que van subiendo. Que miren a Pedro cómo juega y cómo entiende el juego, su solidaridad en defensa, cómo juega con las dos piernas, su ambición, su fortaleza mental. Es una maravilla.";"si";"cuanto"
"Corroto, Paula: «""Europa no puede sobrevivir sin una inversión en inteligencia""». Público.es. Madrid: publico.es, 2011-03-04.";"Corroto, Paula";"Público.es";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;;;"Además de esa ansiedad, según usted, estos cambios también nos han vuelto más tristes. Cuanto más tenemos, más infelices. ¿No debería ser al revés?";"si";"cuanto"
"Relaño, Borja: «Da.Te Danza estrena 'Tres silencios'. Huellas que conforman la esencia de lo que somos». Artez. Bilbao: artezblai.com/artez, 2011-06.";"Relaño, Borja";"Artez";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;;"Periodicidad: mensual";"Cuando hablo de teatro, hablo de las artes escénicas en general. Creo que hoy en día cuestionarse que una cosa es danza y la otra teatro, es un discurso estéril. Cuanto más clasificamos las cosas mas límites creamos. Pienso que el teatro hoy en día debe intentar lograr una respuesta emocional más que intelectual en el público, el teatro debe de ser ""entendido"" de una forma sensible y no racional, creo que esa es una de las diferencias entre el arte y la ciencia. Mientras que la";"si";"cuanto"
"«En el móvil. Crean el juego del 'toro ratón'». Diario de León.es. Revista. León: diariodeleon.es/noticias/revista, 2011-12-18.";;"Diario de León.es. Revista";2011;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;"Noticia";"Periodicidad: semanal";"Una empresa valenciana ha creado el videojuego Toro Ratón para móviles, una aplicación apta para ""todos los públicos"" en la que el famoso astado es lanzado, a modo de tirachinas, sobre corredores y cuantos más abate, más puntos se consiguen. Cookie Bit Games, creada el pasado mes de julio, está formada por tres programadores y dos artistas que han tardado cerca de un mes ""trabajando día y noche"" para crear esta aplicación, que se puede descargar por 80 céntimos, según aseguró la semana pasada Francisco Camarena, cofundador";"si";"cuanto"
"Alonso, Andrés: «Cómo crear un EPUB». Literanda. www.literanda.com: literanda.com, 2012-01-16.";"Alonso, Andrés";"Literanda";2012;"Fecha de escritura";"No ficción";"Escrito";" ";"Ciencias y tecnología";"España";;"Blog";;"Encontrar el equilibrio. Este primer concepto es clave. Debemos encontrar el equilibrio entre el texto desnudo y el adornado. Cuanto más adornemos nuestro texto, más riesgo corremos de no ser visibles.";"si";"cuanto"
"Aguilera, Flor: El hombre lobo es alérgico a la luna. México D. F.: Alfaguara, 2012.";"Aguilera, Flor";"El hombre lobo es alérgico a la luna";2012;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"de que saliéramos de sexto de primaria, en una cena que organizamos en casa de Emiliano (y en la que cocinamos un espagueti horrible), jugamos a la botella y yo besé a más chavas que nadie más, incluyendo a Talina y a Berenice. Creo que esto de los sentimientos no ayuda nada. Entre más quiero a alguien más torpe soy. Estoy perdiendo mi estilo de poeta trágico.";"si";"entre"
"Gordon, José: El efecto imaginante. México D. F.: Dirección General de Publicaciones del Consejo Nacional para la Cultura y las Artes, 2012.";"Gordon, José";"El efecto imaginante";2012;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Divulgación";;"La creatividad abre salidas que parecían no existir. Ante la impotencia por los desastres que vivimos, ante la estrechez de miras, la inteligencia nos permite dimensionar los problemas. Esto es esencial porque llega un momento en que incluso mientras más estudiamos, más nos damos cuenta de la desesperanza en la que estamos hundidos. Eso es lo que me planteó con tristeza mi hijo al cursar sus estudios universitarios. No hay salida, me dijo.";"si";"mientras"
"Grajeda, Fernando: Un plan... sencillamente perfecto. Madrid: Éride Ediciones, 2012.";"Grajeda, Fernando";"Un plan... sencillamente perfecto";2012;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Guatemala";"México y Centroamérica";"Ficción";;"-Y pasaron años y años de vivir de esa forma, y ahora me doy cuenta de que cuanto más tenía, más miserable me sentía, más vacío estaba. Ahora puedo darme cuenta del daño que les hice a ustedes al sacarlos de mi vida, pero créanme que el que más sufrió toda esta separación fui yo. No he dejado que absolutamente nadie llegara a tocar mi corazón, por miedo,";"si";"cuanto"
"Neyra, Alejandro: CIA Perú 1985. Una novela de espías. Lima: Aerolíneas Editoriales, 2012.";"Neyra, Alejandro";"CIA Perú 1985. Una novela de espías";2012;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Perú";"Andina";"Ficción";;"No seguí preguntando más cosas. Sabía que mientras más sabía más difícil era que olvidara. Y que todo aquello ya no me daba más que ideas sobre lo que habría entre Malko Linge y la camarada Norah, una relación mucho más íntima de lo que podía imaginar. Al menos aquellos inexplicables celos me hicieron olvidar por un tiempo a mi ex posible novia. Pero me";"si";"mientras"
