"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"AztecaGuate: Susana 360 en entrevista a Iván Castro Parte 1. ";"AztecaGuate";"Susana 360 en entrevista a Iván Castro Parte 1";2016;"Fecha de emisión";" ";"Oral";" ";;"Guatemala";"México y Centroamérica";"Entrevista";;"verdad? / ni siquiera nosotros // nosotros somos responsables de esto / nos damos el permiso de hacer lo que / que nosotros queremos / y te vas a dar cuenta que / todo lo que cada ser humano de la Tierra quiere siempre es bueno ¿sí? / el egoísmo / tiene que ser cambiar las imperfección percepción / el egoísmo es una cosa completamente positiva / entre más pienso en mí / más feliz soy y más feliz voy a hacer a los demás / y entonces // en mi caso / empezó con eso / empiezo a darme la oportunidad / la oportunidad de hacer lo que me gusta / me gustan las computadoras / me gustan las cámaras de televisión / me gusta viajar / y entonces las oportunidades empiezan a venir";"si";"entre"
"Botero Caicedo, Mauricio: «La ignorancia aupada a la arrogancia». Las 2 Orillas. Bogotá: las2orillas.co, 2016-02-21.";"Botero Caicedo, Mauricio";"Las 2 Orillas";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Colombia";"Caribe continental";"Opinión";;"el impuesto de vehículos al precio de la gasolina. “La novedosa propuesta consistía en que cada vez que se ‘tanqueara’, un porcentaje del valor del galón de combustible se destinaría para cubrir el impuesto de vehículos. La fórmula tenía varios beneficios: se pagaría por el uso real del vehículo: entre más use el carro, más consumo y más impuesto. Entre más grande el motor de su carro, más consumo y más impuesto. Se acabaría con el engorroso trámite del pago, de las filas en los bancos, de sacar toda la plata de un ‘tacazo’, de llenar formularios y de los paz";"si";"entre"
"Zenteno–Osorio, Sebastián; Leal–Soto, Francisco: «Los afectos en la experiencia de ser profesor de un estudiante diagnosticado con trastorno espectro autista». Pensamiento Educativo: Revista de Investigación Educacional Latinoamericana. Tarapacá: pensamientoeducativo.uc.cl, 2016.";"Zenteno–Osorio, Sebastián; Leal–Soto, Francisco";"Pensamiento Educativo: Revista de Investigación Educacional Latinoamericana";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Chile";"Chilena";"Académico";;"A otros docentes la incertidumbre los paraliza y no motiva la búsqueda de información y/o apoyos: «En mi caso la verdad que mientras más pensaba, más nervio me daba. Ya no podía más con la incertidumbre, pero tampoco hacía nada para que se me pasara, no sé por qué» (Docente 9, grupo focal).";"si";"mientras"
"Lewkowicz, Javier: «En qué te han convertido, Ballena Azul». Página/12. Buenos Aires: pagina12.com.ar/diario/ultimas/20-309564-2016-09-16.html, 2016-09-16.";"Lewkowicz, Javier";"Página/12";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Argentina";"Río de la Plata";"Opinión";;"momento para invertir"". Souviron (Despegar) empezaba a decir algo y Macri lo interrumpió: ""Podemos despegar"", dijo, y se rieron en el público. ""Las cosas en Argentina llevan su tiempo"", dijo Souviron y el mandatario volvió a interrumpirlo: ""llevaban"", aclaró. ""Cuanto más trabajen, más valor van a crear"", resumió el hombre de Despegar.";"si";"cuanto"
"Benítez Cereijo, Lourdes M.: «El teatro en tiempos de Carlos Celdrán». Juventud Rebelde. La Habana: juventudrebelde.cu, 2016-01-23.";"Benítez Cereijo, Lourdes M.";"Juventud Rebelde";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Cuba";"Antillas";"Entrevista";;"sientes decepcionado y herido; pero al final tienes que componerte, retomar todo y seguir trabajando. Lidiar con la presión del espectador no es sencillo. Cada vez te exigen más y por tanto tú te exiges más. El enfrentamiento con el público me pone muy nervioso. Antes era más ingenuo, pero mientras más sabes más temes.";"si";"mientras"
"Vargas, Ángel: «El espíritu de la censura está muy lejos de morir, opina el Nobel J. M. Coetzee». La Jornada. México, D. F.: jornada.unam.mx, 2016-04-07.";"Vargas, Ángel";"La Jornada";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Noticia";;"Hoy es la pedofilia la que se debe rastrear y destruir. En el pasado, los voceros del republicanismo enfocaban su trabajo hacia el comunismo y hoy lo hacen hacia esa filosofía peculiar conocida como terrorismo. Es decir, cuanto más cambian las cosas, más siguen siendo iguales.";"si";"cuanto"
"Dueñas Villamiel, Jorge: «La meritocracia y el capital en los videojuegos». El País. Madrid: cultura.elpais.com/cultura/2016/12/22/1up/1482412608_134176.html, 2016-12-22.";"Dueñas Villamiel, Jorge";"El País";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;"Divulgación";;"En la mayoría de videojuegos cuanto más acumulamos más crece nuestro personaje. Recoger monedas (o su equivalente) nos otorga más vida, más habilidades, más experiencia. Empezaremos siendo personajes débiles y sin recursos para trepar en la pirámide social interna del propio juego hasta la parte más alta, convirtiéndonos en héroes con reconocimiento y prestigio. Todo ello dependerá";"si";"cuanto"
"Altares, Guillermo: «El arca de las semillas». El País Semanal. El País. Madrid: elpaissemanal.elpais.com, 2016-05-09.";"Altares, Guillermo";"El País Semanal. El País";2016;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;"Reportaje";;"Cuanto más sabemos sobre ellas, más útiles son. No tenemos permiso para tocarlas, pero están duplicadas en otros bancos de genes, y ahí sí podríamos recurrir a ellas, asegura Von Bothmer. ""Se trata de una riqueza económica y cultural que no podemos perder. En los próximos años nos vamos a enfrentar a unas";"si";"cuanto"
"Abad Londoño, María Isabel: Hotel París. Bogotá: Penguin Random House Grupo Editorial, 2017.";"Abad Londoño, María Isabel";"Hotel París";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"Entonces Joaquín, mi ficha esquinera, Joaquín, melancolía en los ojos, Joaquín, esa persona con la que me había cruzado y de quien sentía que entre más conocía más me faltaba por conocer, se quedó meditando y sólo al rato me contó que hubo un momento, después de mucho viajar, en el que empezó a sentirse mal.";"si";"entre"
"Ruy Sánchez, Alberto: Los sueños de la serpiente. Ciudad de México: Alfaguara, 2017.";"Ruy Sánchez, Alberto";"Los sueños de la serpiente";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"¿Es banal haber descubierto que entre más hacíamos el amor mucho más bella la veía? Que estando yo en ella, hacia ella, por ella, mis sentidos se abrían a otro tipo de belleza que brota de muy adentro y se vuelve una composición perfecta con todo lo que de ella emanaba: desde sus olores, gestos, posiciones de las manos,";"si";"entre"
"García, Santiago: «Consejos, historias y guía para corredores novatos y experimentados».  Aprender a correr. Ciudad Autónoma de Buenos Aires: Penguin Random House Grupo Editorial, 2017.";"García, Santiago";" Aprender a correr";2017;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"como el primero. Y si entrenan a la noche no pueden irse a entrenar sin una merienda en serio. Algunos corredores optan por comerse un arroz con leche comprado en el supermercado, una energía extra antes de entrenar. Y no se olviden, durante todo el día, de mantenerse hidratados. Cuanto más entrenen más necesidad tendrán de cuidar la dieta y, cuanto más la cuiden, más sentirán la diferencia de una mala alimentación o de consumir alimentos poco sanos. El cuerpo reconoce la diferencia.";"si";"cuanto"
"García, Santiago: «Consejos, historias y guía para corredores novatos y experimentados».  Aprender a correr. Ciudad Autónoma de Buenos Aires: Penguin Random House Grupo Editorial, 2017.";"García, Santiago";" Aprender a correr";2017;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"en el running infinidad de cosas; yo vivo en cada carrera todo. Veo aventura, pasión, ambición, alegría, emoción. Veo héroes, melodrama, westerns, comedia, todo. Veo historias en todos lados, veo a los demás y me veo a mí mismo. Cada día me pasa más. Cuanto más corro, más veo, más entiendo, más disfruto. Tal vez sólo me pasa a mí, pero no lo creo, no a juzgar por la cantidad de gente quien de forma feliz y generosa comparto esta pasión universal que es correr. Cuando se vive algo de forma intensa y real, ese algo lleva todo lo";"si";"cuanto"
"García, Santiago: «Consejos, historias y guía para corredores novatos y experimentados».  Aprender a correr. Ciudad Autónoma de Buenos Aires: Penguin Random House Grupo Editorial, 2017.";"García, Santiago";" Aprender a correr";2017;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"permitan dejar de disfrutarlo. Si algo salió mal, se analizará en los minutos siguientes, pero al cruzar el arco hay que sentirse feliz sí o sí. Un campeón que ha logrado algo increíble. Un instante de perfección resumido en un paso. Siéntanse agradecidos y privilegiados. Somos privilegiados. Cuanto más amamos el maratón, más sublime es ese momento. Es eso, un momento. Un momento que se guarda para toda la vida.";"si";"cuanto"
"García, Santiago: «Consejos, historias y guía para corredores novatos y experimentados».  Aprender a correr. Ciudad Autónoma de Buenos Aires: Penguin Random House Grupo Editorial, 2017.";"García, Santiago";" Aprender a correr";2017;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"plan de cada corredor. Yo desayuné en el hotel y llevé algunas galletitas que habitualmente como, una botella de agua y un G1 de Gatorade para antes de la largada. De todos y cada uno de los detalles tomé nota, porque la experiencia en las carreras se va sumando así, maratón tras maratón. Cuanto más conozcamos, más relajados estaremos. Una de las muchas cosas que siempre me parece digna de destacar es que a la largada de la carrera, como ocurre en las Seis Majors, no entra absolutamente nadie que no tenga que ver con la organización o que no sea corredor. El corredor entra en el campamento de la";"si";"cuanto"
"Rivers, Paula: Que te parta un rayo, Candela. Barcelona: Planeta, 2017.";"Rivers, Paula";"Que te parta un rayo, Candela";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"hotel del que teníamos la suerte de disfrutar, lejos de la rutina y de las obligaciones que nos mantenían separados el uno del otro durante el día, mientras yo pensaba que sería maravilloso poder estar con él a todas horas. Más tarde hicimos el amor de nuevo, pero, en vez de saciarme, cuanto más disfrutaba con él, más ansias tenía de más. Gavin se había convertido en mi adicción y en mi debilidad más grande.";"si";"cuanto"
"Landero, Luis: La vida negociable. Barcelona: Tusquets, 2017.";"Landero, Luis";"La vida negociable";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"de nuevo, y entonces mi mano purificadora buscó en la oscuridad, y como si me castigara a mí mismo en cabeza ajena, dejé caer la piedra, o el ladrillo, o lo que fuese aquello, en la de Marco, dos, tres, cuatro veces, mientras lo insultaba a gritos, y cuanto más insultaba y gritaba más iba llenándome de furia y de razón. Porque necesitaba tener razón, e incluso sustentarla ante un auditorio que, tras escucharme imparcialmente, me dijese: Vete en paz, has hecho lo que debías, tuya es la razón, y ahora ya puedes presentarte ante Olivia limpio";"si";"cuanto"
"Landero, Luis: La vida negociable. Barcelona: Tusquets, 2017.";"Landero, Luis";"La vida negociable";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;", quizá también en alguna película, donde demostrarás al fin tus dotes innatas de actor, concedes entrevistas en televisión, te atribuyen romances con cantantes y estrellas de cine, sales en las revistas ilustradas..., ah, qué de promesas me ofrecía de golpe la vida militar, y así fui fantaseando, y cuanto más fantaseaba más lejano e irreal me parecía mi pasado, como si en efecto hubiese sido un sueño y ahora despertara de verdad a la vida, hasta que al fin llegué a mi compañía y ocupé mi taquilla, mi litera, mi pequeño rincón en aquel mundo. Luego, volviendo a la realidad, me dije";"si";"cuanto"
"Landero, Luis: La vida negociable. Barcelona: Tusquets, 2017.";"Landero, Luis";"La vida negociable";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"anotaba, pasaba las hojas o buscaba una página velozmente y a manotadas, hasta que los rasgaba, los desencuadernaba y los descomponía, hacía esquemas, escribía mil veces los pasajes más arduos para mejor asimilarlos, redactaba resúmenes, recurría a todo tipo de trucos nemotécnicos, le recitaba las lecciones a Leo, y cuanto más aprendía y memorizaba más júbilo me entraba y más avidez sentía por seguir memorizando y aprendiendo, y si los conceptos y argumentaciones me gustaban, lo mismo o más me ocurría con la erudición, las retahílas de nombres y de fechas, o los términos cultos, nuevos para mí, maravillosos por su rareza y su sonido";"si";"cuanto"
"Landero, Luis: La vida negociable. Barcelona: Tusquets, 2017.";"Landero, Luis";"La vida negociable";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"suelo, el Mío Cid, la Celestina, el Lazarillo, el Quijote, Lope y Calderón, Shakespeare y Moliere, Moratín y Cadalso, Dostoievski, Galdós, Baroja, Antonio Machado, Valle Inclán, Platón, Maquiavelo, Descartes, pero no satisfecho con eso, leía aún otros libros afines por mi cuenta, y cuanto más leía más y más ganas me entraban de leer, tal era mi apetito desordenado de conocimiento.";"si";"cuanto"
"Landero, Luis: La vida negociable. Barcelona: Tusquets, 2017.";"Landero, Luis";"La vida negociable";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Y Leo volvía otra vez a lo suyo, que había que pensar ante todo en atender a la clientela, que no era otra que la gente del barrio, pero yo sostenía que, cuanto más ampliásemos la oferta, más clientela abarcaríamos, y desde luego más nombre y más prestigio.";"si";"cuanto"
"Marías, Javier: Berta Isla. Madrid: Alfaguara, 2017.";"Marías, Javier";"Berta Isla";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";"Premio Nacional de la Crítica 2017";"esa duda última: ‘¿Y si no hubiese muerto? ¿Y si un día reaparece porque ya no tiene donde esconderse o no sabe donde ir? Sólo entonces se regresa, cuando no se sabe donde ir’. En esas rachas me esforzaba por recuperar su rostro, y descubría con consternación que cuanto más intentaba representármelo más imprecisos se me aparecían sus rasgos, más se me escapaban y me costaba visualizarlos, y tenía que mirar las fotografías para verlos con nitidez, con la engañosa nitidez de lo que sólo responde a una luz, un ángulo y un instante. En cuanto cerraba el álbum, volvía a";"si";"cuanto"
"Loureiro, Manel: Veinte. Barcelona: Editorial Planeta, 2017.";"Loureiro, Manel";"Veinte";2017;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"—Y al menos alguno de los chicos más despiertos de Suministros debería ir. Necesitamos gente que tenga algo de experiencia en los bosques. En todo caso, no creo que debamos enviar un equipo excesivamente grande. Cuantos más sean, más despacio irán, y el tiempo es primordial.";"si";"cuanto"
"Fernández-Miranda Bances, María: No madres. Mujeres sin hijos contra los tópicos. Barcelona: Penguin Random House Grupo Editorial, S. A. U., 2017.";"Fernández-Miranda Bances, María";"No madres. Mujeres sin hijos contra los tópicos";2017;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";"El texto contiene citas ajenas a la autora";"parte de ella, y ella misma era absorbida por la novela», reveló su marido en las memorias que escribió tras la muerte de Virginia. Por eso la escritora proyectaba siempre ese aspecto ensimismado que tan bien reprodujo Nicole Kidman cuando la interpretó en la película Las horas. «Escribir es un arte divino, y cuanto más escribo y más leo, más me gusta», confesaba. Y también: «A veces me parece que nunca lograré escribir todos los libros que tengo en mi cabeza».";"si";"cuanto"
"Gómez Galán, José: «Y AL PRINCIPIO FUE (TAMBIÉN)... EL TIEMPO». Fronteras de la Ciencia. Badajoz: fronterasdelaciencia.com, 2017.";"Gómez Galán, José";"Fronteras de la Ciencia";2017;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;"Académico";"número 1";"a lo largo de estos treinta años (y parece que fue ayer en el río del tiempo) haya visto pensamientos muy similares en muchos otros investigadores, preguntas acerca de la última frontera allí donde se ubican los límites de la ciencia. Nuestro conocimiento actual del universo es tan complejo y existen tantos retos que cuanto más avanzamos más incógnitas se nos presentan: energía oscura, materia oscura, partículas y antipartículas, túneles de gusano, la unificación de teorías, campos bosónicos y fermiónicos, la era de Planck, teoremas de singularidades, universo inflacionario y multiverso... Un cosmos extraño y fascinante que comenzamos a vislumbrar, como cuando se revelaba antiguamente";"si";"cuanto"
"Gómez Galán, José: «Y AL PRINCIPIO FUE (TAMBIÉN)... EL TIEMPO». Fronteras de la Ciencia. Badajoz: fronterasdelaciencia.com, 2017.";"Gómez Galán, José";"Fronteras de la Ciencia";2017;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;"Académico";"número 1";"describen un fenómeno extremadamente más complejo y desconocido? No son pocos los científicos que se muestran críticos con la propuesta de un universo inflacionario, y aunque no rechazan abiertamente la teoría del Big Bang en la que se basa sí que cuestionan que puedan justificarse los modelos en que se apoya. Lo cierto es que cuanto más avanzamos en nuestro conocimiento más es lo que ignoramos, como un balón que se va hinchando y cuya superficie en contacto con lo desconocido es cada vez mayor. Por lo tanto el tiempo podría tener un origen y naturaleza muy distintos a lo que hoy sabemos de él, podría ser tan diferente de como lo entendía Newton a como";"si";"cuanto"
"«Cassiers, de Las benévolas de Littell al Orlando de Woolf». El Cultural. Madrid: elcultural.com, 2017-01-27.";;"El Cultural";2017;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;"Divulgación";;"y, recientemente, con su particular visión de Las benévolas de Jonathan Littell en el festival Temporada Alta. El próximo 2 de febrero vuelve a su afición por reinterpretar clásicos de la literatura con el Orlando de Virginia Woolf dentro del Festival de Otoño a Primavera. ""Con esta obra aprendemos a mirar y a escuchar. Cuanto más utilicemos nuestros sentidos, más evolucionaremos en nuestra vida"", señala Cassiers, que ha jugado de nuevo con la historia, una de sus constantes escénicas, aunque con menos intensidad que en otras producciones: “En otros montajes vimos cómo el ser humano no cambia demasiado, no aprende de la historia. En Orlando se";"si";"cuanto"
"Neuman, Andrés: Fractura. Barcelona: Penguin Random House, 2018.";"Neuman, Andrés";"Fractura";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"inacabable investigación sobre los desastres nucleares, que debía desembocar en una serie de artículos. Eso, al menos, le aceptaron en el diario. El problema es que el foco se extiende al mismo ritmo que investiga, y el horizonte se aleja a mayor velocidad que sus notas. En otras palabras, cuanto más escribe, más le falta.";"si";"cuanto"
"Neuman, Andrés: Fractura. Barcelona: Penguin Random House, 2018.";"Neuman, Andrés";"Fractura";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"De acuerdo con su experiencia, el arte de las maletas no reside tanto en lo que se introduce como en todo aquello de lo que se prescinde. Cuanto más selecciona su contenido, más se va pareciendo a su equipaje. No es un lote de posesiones: es un conjunto de renuncias.";"si";"cuanto"
"Castillo, Javier: El día que se perdió el amor. Barcelona: Suma de Letras, 2018.";"Castillo, Javier";"El día que se perdió el amor";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Pero nunca desapareció de la mente de Bowring. El caso de Katelyn llegó a convertirse en una gran espina clavada en lo más profundo de su alma, puesto que la historia de la chica era simétrica con la suya. Cuanto más descubría de ella, más similitudes encontraba con su propia vida, como si estuviese escuchando su pasado a través de los relatos de aquellos que la conocían.";"si";"cuanto"
"Baró, Teresa: Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra. Barcelona: planetadelibros.com, 2018.";"Baró, Teresa";"Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"España";;"Divulgación";;"Pero vamos avanzando. Como siempre, quien más instrumentos tiene, más poder alcanza. Cuanto más sepamos, más capaces seremos de mejorar nuestra comunicación.";"si";"cuanto"
"Baró, Teresa: Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra. Barcelona: planetadelibros.com, 2018.";"Baró, Teresa";"Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"España";;"Divulgación";;"Cuanto más entrenamos, más fácil resulta aprender y mejorar. En cuestión de habilidades, la práctica es la clave del progreso.";"si";"cuanto"
"Baró, Teresa: Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra. Barcelona: planetadelibros.com, 2018.";"Baró, Teresa";"Inteligencia no verbal. Descubre tu potencial de comunicación más allá de la palabra";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"España";;"Divulgación";;"Cuanto más sabemos de algo, más nos damos cuenta de lo que nos falta por aprender. Si somos humildes, estaremos siempre atentos a lo que podemos mejorar y buscaremos recursos para seguir desarrollando habilidades. Además, en temas de comunicación nunca alcanzamos la perfección, siempre tenemos que adaptarnos a nuevos entornos, conocer a personas que";"si";"cuanto"
"Rosa, Isaac: Feliz final. Barcelona: Seix Barral, 2018.";"Rosa, Isaac";"Feliz final";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"no saber hacia dónde caminar, qué pasos dar ahora, qué hacer contigo, con nosotros. Rota de culpa, sí, la culpa que había conseguido esquivar durante tres meses, y que ahora me alcanzaba crecida. Rota también por haber acabado una relación a cuya duración yo había fiado todo su valor: cuanto más durase, más justificada estaba, más habría merecido la pena y más me perdonaría a mí misma cada decisión tomada. Y rota también de amor, siento la contundencia de la palabra pero no nos valen ya los rodeos de diccionario. Así que ahí estaba yo justo antes de tu descubrimiento: rota. Rota y sin poder";"si";"cuanto"
"Rosa, Isaac: Feliz final. Barcelona: Seix Barral, 2018.";"Rosa, Isaac";"Feliz final";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"cuando te llamó el subdirector del nuevo periódico para ofrecerte un puesto de redactor que de pronto resolvía tus dificultades económicas tras la separación, lo vimos como otra señal, la buena estrella que nos acogía y que no podíamos defraudar. Al día siguiente volvíamos a hundirnos en dudas y remordimientos, pero cuanto más sufríamos, más convencidos estábamos de que ese dolor también era parte de nuestro amor, nos unía más, ese cóctel de gozo y tristeza que siempre vulcaniza a los amantes. Intentar entender hoy, tantos años después, cuando somos otros, intentar entender la fuerza con que nos aferramos a un amor que en esos días";"si";"cuanto"
"Moro, Javier: Mi pecado. Barcelona: Espasa, 2018.";"Moro, Javier";"Mi pecado";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";"Premio Primavera 2018";", le atizó el llanto. Más aún cuando oyó su voz culta, que tantas veces le había susurrado «I love you, baby». La película era en versión original, todavía no había pasado la censura y no se había doblado, lo que se reservaba para el estreno al público general. Cuanto más lloraba, más fuerte le apretaba Ricardo la mano y más fuerte tiraba ella para liberarse. Él no se sorprendió de tanta lágrima porque todos en la sala lloraban; unos lo hacían por Escarlata O’Hara, otros por Melania, las mujeres suspiraban por Rhett Butler, excepto algunas, como Conchita, que lloraban por Ashley Wilkes.";"si";"cuanto"
"Concostrina, Nieves: Pretérito imperfecto. Madrid: La Esfera de los Libros, 2018.";"Concostrina, Nieves";"Pretérito imperfecto";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";;"Nadie podía evitar la tentación de comprar aquellos papelitos, aquellas indulgencias que te aseguraban un lugar en el cielo. Tenían enormes ventajas: tú podías pecar todo lo que te diera la gana y luego pagabas a la Iglesia para que te quitara el pecado de encima. Cuanto más pagaras, más pecados te borraban.";"si";"cuanto"
"Herranz De la Casa, José María: «La comunicación y la difusión de MOMU. Cómo comunicamos lo que comunicamos». Gómez Ciriano, Emilio J. (...) [et al.] [coords.]: Encuentros de arte y trabajo social. El proyecto MOMU. La experiencia española. Madrid: Arts&Press-Ediciones de la Univesidad de Castilla-La Mancha, 2018.";"Gómez Ciriano, Emilio J. (...) [et al.] [coords.]";"Encuentros de arte y trabajo social. El proyecto MOMU. La experiencia española";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Académico";"No se han codificado los capítulos 4 y 6 porque entre sus autores hay algunos cuyo origen no es español";"Estos objetivos se resumen en un corolario: compartir es poder. Tales ideas significan convertir a esta herramienta en un instrumento para el trabajo colectivo sobre los cimientos de la responsabilidad de todos los investigadores y docentes. Cuanto más compartes, más recibes y más interesante resultas para la comunidad. El blog está escrito en español y en inglés y se estructura en las siguientes secciones.";"si";"cuanto"
"Lozada, Victoria: La buena nutrición. La salud empieza en tu lista de la compra. Barcelona: Plataforma Editorial, 2018.";"Lozada, Victoria";"La buena nutrición. La salud empieza en tu lista de la compra";2018;"Primera edición";"No ficción";"Escrito";"Libro";"Salud";"España";;"Divulgación";;"Cuantos más compartamos, más grande será la diversidad, y sé que esto nos puede ayudar un montón a todos cuando andamos cortos de ideas. De esta manera, todos podemos contar con varios menús para buscar inspiración y aplicarlos a nuestro día a día. Ver qué se os ocurre será genial.";"si";"cuanto"
"Gómez-Jurado, Juan: Reina Roja. Barcelona: Penguin Random House Grupo Editorial, 2018.";"Gómez-Jurado, Juan";"Reina Roja";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"-Hay otra cosa que le quería comentar -dice Aguado-. No me he atrevido a ponerla por escrito, no me parecía profesional. Basándonos en la evidencia, no he conseguido gran cosa de la fotografía, por eso he escrito edad indeterminada. Pero cuanto más miro la imagen, más convencida estoy de que ese hombre ronda los cincuenta años.";"si";"cuanto"
"Chef Caprabo: Sabor. http://www.chefcaprabo.com: chefcaprabo.com, 2018-06-26.";"Chef Caprabo";"Sabor";2018;"Primera edición";"No ficción";"Escrito";"Miscelánea";"Actualidad, ocio y vida cotidiana";"España";;"Propaganda publicidad";;"MELÓN Fresco y jugoso, el melón hidrata y sacia a la vez. Los ejemplares hembra son los más dulces y se distinguen porque muestran unos círculos blancos en torno a la base. Estas marcas las produce el azúcar y cuantas más tenga la pieza, más Aromático y carnoso, el melocotón posee un intenso sabor deliciosa saldrá.";"si";"cuanto"
"«Propuestas de AMLO generarían crisis y desempleo: Ochoa Reza». El Siglo de Torreón. Torreón: elsiglodetorreon.com.mx, 2018-01-11.";;"El Siglo de Torreón";2018;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"México";"México y Centroamérica";"Noticia";;"En contraste, las encuestas demuestran que entre más conocen a José Antonio Meade, más gente quiere votar por él, porque se trata de un hombre preparado que lleva 20 años trabajando en construir alternativas de desarrollo para México, sostuvo.";"si";"entre"
"Basch, Marcela: «¿Cuál es la situación de Uber en la Argentina?». Chequeado. Buenos Aires: chequeado.com/el-explicador/cual-es-la-situacion-de-uber-en-la-argentina/, 2018-10-24.";"Basch, Marcela";"Chequeado";2018;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Argentina";"Río de la Plata";"Reportaje";;"Muchos consideran esto una estrategia. El especialista en economías colaborativas Neal Gorenflo definió a Uber como ""emprendedorismo de shock y pavor"": ""Cuanto más rompen las reglas, más prensa y clientes consiguen, lo que les permite levantar más dinero. ¿Huelga de taxistas? ¡Bingo!"".";"si";"cuanto"
